 price_k bedrooms bathrooms sqftLiving
 316.50,3,1.75,1460 
 232.50,3,2.00,1370 
 402.50,4,2.50,2600 
 722.50,4,2.50,2460 
 387.50,2,1.00,870 
 275.00,5,1.50,1950 
 340.00,4,2.50,2380 
 475.00,4,2.50,2120 
 550.00,3,2.50,1900 
 370.00,6,2.75,3240 
 225.00,3,1.00,1200 
1200.00,5,3.25,5180 
 398.50,3,1.00,1200 
 688.00,4,3.00,3000 
 307.00,3,2.00,1790 
 399.95,3,2.00,2050 
 330.00,2,1.00,860 
 501.00,4,2.25,2680 
 333.00,4,2.50,2400 
 467.00,3,1.00,1220 
 875.00,5,3.50,3840 
 700.00,3,1.75,2600 
 372.40,3,2.50,2720 
 208.00,3,1.00,1020 
 560.00,3,2.00,2560 
 299.50,3,1.00,1280 
 517.10,3,1.75,1580 
 900.00,5,3.00,4350 
 471.00,3,2.50,2010 
 234.00,3,1.00,1040 
 349.95,2,3.25,1570 
1010.00,4,2.50,2980 
 195.00,3,1.75,1510 
 269.00,3,2.50,1560 
 620.00,4,2.50,2580 
 279.90,3,1.75,1580 
1170.00,3,3.00,3790 
 420.00,3,2.50,2060 
 246.50,3,1.50,1270 
 739.00,3,2.25,2220 
 190.00,3,1.00,910 
 925.00,4,4.25,3770 
 675.00,4,2.75,2240 
 405.00,4,2.50,2620 
 400.00,2,2.00,1520 
 555.00,3,1.75,2040 
 310.00,4,2.50,1930 
 179.50,3,1.00,1180 
 425.00,3,2.00,1180 
 375.00,3,1.75,1430 
 763.10,3,1.75,1990 
 149.90,2,1.75,1090 
 435.00,3,2.50,1900 
 685.00,2,1.50,1090 
 316.00,3,0.75,1270 
 517.00,4,1.00,1180 
 549.95,2,1.00,1260 
 650.00,3,2.00,2800 
 329.50,3,2.50,2120 
 348.00,3,2.50,2060 
 215.00,3,1.50,1410 
 830.00,4,3.00,2020 
 200.00,2,1.00,950 
 401.00,4,1.75,3010 
 442.00,4,1.50,1360 
 650.00,3,1.75,1660 
 965.00,4,3.25,5010 
 739.00,5,4.00,4660 
1100.00,4,3.75,2930 
 935.00,3,3.25,3710 
 732.00,4,1.75,2360 
 180.00,3,1.75,1330 
 452.50,3,2.50,2430 
 487.03,2,1.50,1295 
 240.00,3,1.00,1350 
 406.00,4,1.50,1920 
 415.00,3,1.75,1910 
 579.00,2,2.00,1760 
 405.00,2,1.00,880 
 650.00,3,1.00,1300 
 732.35,4,2.50,2270 
 370.00,3,2.25,1650 
 425.00,4,2.25,2060 
 328.95,4,1.75,2550 
 222.00,3,2.00,1200 
 461.00,3,1.75,1420 
 933.00,3,1.50,1870 
 322.50,4,2.25,2140 
 777.00,4,4.00,2680 
 335.00,3,1.00,1020 
 158.00,3,2.50,1520 
 464.50,5,1.50,2940 
 367.50,3,3.25,1400 
 705.00,3,2.50,2500 
 524.50,3,1.50,3430 
 440.00,3,1.50,1290 
 525.00,4,2.75,2500 
 549.95,4,2.50,3780 
 414.25,4,1.75,1640 
 399.95,4,2.75,1920 
 432.00,3,2.00,1400 
 215.00,1,1.00,970 
 975.00,4,2.50,2720 
 455.00,3,2.25,2180 
 210.00,3,1.00,1520 
 239.00,4,2.00,1370 
 480.00,3,1.75,1740 
 202.00,1,1.00,590 
 960.00,4,3.50,4610 
 365.00,3,2.50,1780 
 560.00,3,2.25,2070 
 445.00,3,1.50,860 
 761.00,3,3.50,2050 
 220.00,3,1.50,1070 
 265.00,3,2.00,1340 
 417.00,3,1.75,1590 
1040.00,4,2.50,3770 
 661.00,4,2.25,1990 
 346.50,5,2.50,2020 
 701.00,4,3.00,2910 
 222.00,3,1.75,1240 
 379.26,3,2.50,1730 
 390.00,3,1.75,1300 
 509.50,2,2.50,1590 
 475.00,5,2.50,2010 
 730.00,4,2.50,3470 
 330.00,3,1.00,1850 
 325.00,3,1.00,1410 
 316.00,3,1.00,1130 
 600.00,4,1.75,3050 
 240.00,3,1.75,1780 
 335.00,3,2.25,2150 
 425.00,2,1.00,1070 
 413.11,3,1.50,1420 
 280.00,3,3.00,1390 
 850.00,3,2.50,3230 
 245.00,3,2.00,1490 
1130.00,4,3.50,4300 
 316.75,3,2.50,1256 
 380.00,2,1.00,1140 
 540.00,4,1.75,1630 
 670.00,3,1.50,1490 
 323.00,2,1.00,880 
 630.00,2,1.75,1260 
 624.00,4,3.00,1540 
 315.00,3,1.75,1480 
 470.00,4,2.50,2320 
 716.10,3,1.00,1640 
 354.80,3,2.00,1370 
 407.50,5,2.00,2740 
 600.00,7,2.25,3170 
 265.00,3,1.75,1680 
 250.00,4,2.00,1850 
 278.00,4,2.00,1480 
 330.00,3,1.50,1440 
